,Make_Honda,Make_Maruti Suzuki,Make_Hyundai,Make_Toyota,Make_BMW,Make_Skoda,Make_Nissan,Make_Renault,Make_Tata,Make_Volkswagen,Make_Ford,Make_Mercedes-Benz,Make_Audi,Make_Mahindra,Make_MG,Make_Jeep,Make_Kia,Make_Volvo,Make_Porsche,Make_Isuzu,Make_Jaguar,Make_Land Rover,Make_MINI,Make_Mitsubishi,Make_Datsun,Make_Chevrolet,Make_Ssangyong,Make_Fiat,Make_Lexus,Model,Price,Year,Kilometer,Fuel Type_Petrol,Fuel Type_Diesel,Fuel Type_CNG,Fuel Type_CNG + CNG,Fuel Type_LPG,Fuel Type_Petrol + CNG,Transmission_Manual,Transmission_Automatic,Location,Color,Owner_First,Owner_Second,Owner_Third,Owner_UnRegistered Car,Seller Type,Engine,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
394,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i20 Active 1.4 SX,0.17109592508225765,0.8235294117647058,0.04196407365276198,0,1,0,0,0,0,1,0,Aurangabad,White,1,0,0,0,Individual,1396 cc,FWD,0.41616349280074316,0.4025423728813559,0.36962750716332377,0.5,0.35294117647058826
395,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M-Class ML 350 CDI,0.6076942546190838,0.7647058823529411,0.032463717389402104,0,1,0,0,0,0,0,1,Chandigarh,White,0,1,0,0,Individual,2997 cc,AWD,0.7919182535996284,0.940677966101695,0.7148997134670487,0.5,0.6470588235294118
396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ciaz Zeta 1.4 AT,0.17514553277651226,0.8529411764705882,0.015463079865494956,1,0,0,0,0,0,0,1,Mumbai,Blue,1,0,0,0,Individual,1373 cc,FWD,0.6460752438457965,0.3601694915254237,0.2693409742120344,0.5,0.32941176470588235
398,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Thar AX 6-STR Soft Top Diesel MT,0.37990382181726146,0.9411764705882353,0.013963023613385502,0,1,0,0,0,0,1,0,Delhi,Black,1,0,0,0,Individual,2184 cc,AWD,0.41151881096144916,0.4872881355932203,0.8925501432664756,0.6666666666666666,0.49411764705882355
399,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City S Diesel,0.15084788661098456,0.7941176470588235,0.031963698638698954,0,1,0,0,0,0,1,0,Raipur,White,1,0,0,0,Individual,1498 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
400,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City SV Diesel,0.12680334092634776,0.7647058823529411,0.04246409240346513,0,1,0,0,0,0,1,0,Jaipur,Silver,1,0,0,0,Individual,1498 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
401,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Alpha 1.2 AT,0.13819286256643887,0.8529411764705882,0.017463154868307563,1,0,0,0,0,0,0,1,Mumbai,Blue,0,0,1,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,V40 Cross Country D3,0.39129334345735256,0.7941176470588235,0.021963323624635923,0,1,0,0,0,0,0,1,Mumbai,Blue,1,0,0,0,Individual,1984 cc,FWD,0.5903390617742684,0.4350282485875706,0.23065902578796563,0.5,0.5294117647058824
403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio X Zxi AMT [2017-2019],0.11414831688180208,0.8529411764705882,0.01596309861619811,1,0,0,0,0,0,0,1,Chennai,Orange,0,1,0,0,Individual,998 cc,FWD,0.2861124013005109,0.22598870056497175,0.3839541547277937,0.5,0.23529411764705882
404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R LXI ABS,0.07491774234371046,0.8235294117647058,0.02489193344750428,1,0,0,0,0,0,1,0,Faridabad,White,1,0,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R VXI+,0.06327512022272842,0.7352941176470589,0.022963361126042227,1,0,0,0,0,0,1,0,Varanasi,White,1,0,0,0,Individual,998 cc,FWD,0.24941941477008825,0.0,0.5343839541547278,0.5,0.23529411764705882
406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R LXi Minor,0.02809415337889142,0.5882352941176471,0.02496343612885483,1,0,0,0,0,0,1,0,Varanasi,Silver,0,1,0,0,Individual,1061 cc,FWD,0.19554110543427775,0.0,0.5630372492836676,0.5,0.23529411764705882
407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Delta 1.2 AT,0.13186535054416604,0.8529411764705882,0.017963173619010713,1,0,0,0,0,0,0,1,Zirakpur,White,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
408,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kiger RXT Turbo CVT,0.19007846114907617,0.9705882352941176,0.006462742352838231,1,0,0,0,0,0,0,1,Dehradun,White,1,0,0,0,Individual,999 cc,FWD,0.4143056200650255,0.3884180790960452,0.44126074498567336,0.5,0.29411764705882354
411,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eon 1.0 Kappa Magna + [2014-2016],0.06732472791698305,0.7352941176470589,0.022463342375339077,1,0,0,0,0,0,1,0,Chennai,Grey,1,0,0,0,Individual,998 cc,FWD,0.19321876451463074,0.03531073446327684,0.30515759312320917,0.5,0.2
413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Class 350 L,0.4558339660845356,0.6764705882352942,0.0129629861119792,1,0,0,0,0,0,0,1,Delhi,Black,1,0,0,0,Individual,3498 cc,RWD,0.9879238272178356,0.9110169491525424,0.2607449856733524,0.5,0.8823529411764706
414,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,S-Presso VXi CNG,0.1419893697798026,1.0,0.001862569846369239,0,0,1,0,0,0,1,0,Delhi,White,1,0,0,0,Individual,998 cc,FWD,0.21644217371110078,0.0635593220338983,0.3825214899713467,0.3333333333333333,0.47058823529411764
415,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.4 VX 8 STR [2016-2020],0.49253353581371806,0.8823529411764706,0.017524657174644048,0,1,0,0,0,0,1,0,Patna,White,1,0,0,0,Individual,2393 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,1.0,0.47058823529411764
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Seltos GTX Plus AT 1.5 Diesel [2019-2020],0.4621614781068084,0.9705882352941176,0.010462892358463443,0,1,0,0,0,0,0,1,Delhi,Grey,1,0,0,0,Individual,1493 cc,FWD,0.5647933116581514,0.4590395480225989,0.498567335243553,0.5,0.4117647058823529
417,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta SX (O) 1.5 Petrol CVT [2020-2022],0.4302705644140724,1.0,0.0012975486580746778,1,0,0,0,0,0,0,1,Kolkata,White,1,0,0,0,Individual,1497 cc,FWD,0.5578262888992104,0.4449152542372881,0.48424068767908307,0.5,0.4117647058823529
418,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rapid Ambition 1.6 TDI CR MT,0.14958238420653,0.8235294117647058,0.061964823680888036,0,1,0,0,0,0,1,0,Coimbatore,Grey,1,0,0,0,Individual,1598 cc,FWD,0.5977705527171389,0.3163841807909605,0.24212034383954154,0.5,0.47058823529411764
419,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elite i20 Asta 1.2 (O) [2016],0.184763351050367,0.8235294117647058,0.004907184019400728,1,0,0,0,0,0,1,0,Bangalore,Blue,1,0,0,0,Individual,1197 cc,FWD,0.41151881096144916,0.365819209039548,0.2979942693409742,0.5,0.35294117647058826
420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City ZX CVT Petrol,0.3545937737281701,0.9705882352941176,0.006462742352838231,1,0,0,0,0,0,0,1,Delhi,Brown,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nexon XZA Plus Petrol,0.2128575044292584,0.8823529411764706,0.017463154868307563,1,0,0,0,0,0,0,1,Chennai,Orange,1,0,0,0,Individual,1198 cc,FWD,0.41569902461681374,0.4745762711864407,0.44412607449856734,0.5,0.3411764705882353
422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Baleno Zeta 1.2,0.14578587699316628,0.8529411764705882,0.02553595759840994,1,0,0,0,0,0,1,0,Nagpur,Red,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3813559322033898,0.29083094555873923,0.5,0.25882352941176473
424,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RS5 4.2 Coupe,0.7215894710199949,0.6764705882352942,0.02796354863307374,1,0,0,0,0,0,0,1,Pune,Red,0,0,1,0,Individual,4163 cc,AWD,0.7199256850905713,0.5437853107344632,0.0988538681948424,0.5,0.5764705882352941
427,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Superb L&K TDI AT,0.6203492786636294,0.8529411764705882,0.041414053026988515,0,1,0,0,0,0,0,1,Coimbatore,Brown,1,0,0,0,Individual,1968 cc,FWD,0.8183929400836043,0.5494350282485876,0.2664756446991404,0.5,0.6
428,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alto 800 Lxi CNG,0.050620096178182736,0.7647058823529411,0.028385064439916497,0,0,0,1,0,0,1,0,Navi Mumbai,White,0,1,0,0,Individual,796 cc,FWD,0.13748258244310266,0.0211864406779661,0.25501432664756446,0.5,0.23529411764705882
429,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Figo Duratec Petrol Titanium 1.2,0.05593520627689193,0.7941176470588235,0.031963698638698954,1,0,0,0,0,0,1,0,Pune,Grey,1,0,0,0,Individual,1196 cc,FWD,0.32326985601486297,0.2895480225988701,0.18624641833810887,0.5,0.35294117647058826
430,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZire VXi AMT,0.19640597317134903,0.9117647058823529,0.0047846794254784554,1,0,0,0,0,0,0,1,Pune,Blue,1,0,0,0,Individual,1197 cc,FWD,0.41616349280074316,0.3672316384180791,0.3123209169054441,0.5,0.25882352941176473
431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Celerio ZXi (O) AMT [2019-2020],0.09516578081498354,0.8529411764705882,0.020775279072965235,1,0,0,0,0,0,0,1,Pune,White,0,1,0,0,Individual,998 cc,FWD,0.2768230376219229,0.1765536723163842,0.37679083094555876,0.5,0.23529411764705882
432,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Sportz U2 1.2 CRDi,0.10402404454568463,0.8235294117647058,0.04138605197694913,0,1,0,0,0,0,1,0,Hyderabad,Grey,1,0,0,0,Individual,1186 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E-Class E250 Elegance,0.23563654770944065,0.6764705882352942,0.03896396114854307,1,0,0,0,0,0,0,1,Ludhiana,White,0,1,0,0,Individual,2497 cc,RWD,0.82164421737111,0.5353107344632768,0.2492836676217765,0.5,0.7647058823529411
434,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duster RXL Petrol,0.18729435585927615,0.8529411764705882,0.030185631961198545,1,0,0,0,0,0,1,0,Bangalore,Red,1,0,0,0,Individual,1498 cc,FWD,0.5647933116581514,0.4901129943502825,0.5702005730659025,0.5,0.4117647058823529
436,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S10,0.18375094912680334,0.7647058823529411,0.062464842431591186,0,1,0,0,0,0,1,0,Lucknow,White,1,0,0,0,Individual,2179 cc,RWD,0.6302833255921969,0.4872881355932203,1.0,1.0,0.5294117647058824
437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Creta 1.6 SX Plus AT Petrol,0.3419387496836244,0.9117647058823529,0.006462742352838231,1,0,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1591 cc,FWD,0.5438922433813284,0.4307909604519774,0.47707736389684813,0.5,0.5294117647058824
438,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ertiga VDi,0.18248544672234876,0.7941176470588235,0.05596459867245022,0,1,0,0,0,0,1,0,Chennai,Gold,1,0,0,0,Individual,1248 cc,FWD,0.5415699024616814,0.3107344632768362,0.5558739255014327,0.8333333333333334,0.35294117647058826
440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],0.10149329283725639,0.8235294117647058,0.026613498006175233,1,0,0,0,0,0,1,0,Pune,Maroon,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City SV,0.20020248038471272,0.9117647058823529,0.01696313611760441,1,0,0,0,0,0,1,0,Delhi,White,1,0,0,0,Individual,1497 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Evoque HSE Dynamic,1.0,0.8529411764705882,0.012712976736627624,0,1,0,0,0,0,0,1,Pune,White,0,1,0,0,Individual,1999 cc,AWD,0.5856943799349744,0.9110169491525424,0.48424068767908307,0.5,0.49411764705882355
444,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XUV500 W8 1.99 [2016-2017],0.1622374082510757,0.7941176470588235,0.07879645486705751,0,1,0,0,0,0,1,0,Jaipur,Silver,0,1,0,0,Individual,1997 cc,FWD,0.6901997213190897,0.5861581920903954,0.6991404011461319,0.8333333333333334,0.6470588235294118
445,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLA 200 D Urban Sport,0.6962794229309036,0.8823529411764706,0.00996287360776029,0,1,0,0,0,0,0,1,Mumbai,Red,1,0,0,0,Individual,2143 cc,FWD,0.7111007895959127,0.4265536723163842,0.19340974212034384,0.5,0.4823529411764706
446,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Xcent SX 1.1 CRDi,0.12047582890407492,0.8823529411764706,0.03941397802417591,0,1,0,0,0,0,1,0,Vadodara,Silver,1,0,0,0,Individual,1120 cc,FWD,0.41616349280074316,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
450,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hexa XTA 4x2 7 STR,0.29131865350544167,0.8529411764705882,0.04785679462979862,0,1,0,0,0,0,0,1,Hyderabad,Blue,1,0,0,0,Individual,2179 cc,RWD,0.784486762656758,0.6045197740112994,0.7077363896848138,0.8333333333333334,0.5294117647058824
451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ecosport Titanium 1.5L TDCi,0.14452037458871173,0.8529411764705882,0.04596422365838719,0,1,0,0,0,0,1,0,Agra,Brown,1,0,0,0,Individual,1498 cc,FWD,0.4175568973525314,0.4096045197740113,0.501432664756447,0.5,0.43529411764705883
453,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLA 200 CDI Sport,0.4935456846368008,0.8529411764705882,0.019627236021350802,0,1,0,0,0,0,0,1,Kolkata,Silver,1,0,0,0,Individual,2143 cc,FWD,0.7111007895959127,0.4265536723163842,0.19340974212034384,0.5,0.4823529411764706
454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Innova 2.4 ZX AT 7 STR,0.6772968868640851,0.9411764705882353,0.009275347825543458,0,1,0,0,0,0,0,1,Mumbai,Bronze,1,0,0,0,Individual,2393 cc,RWD,0.7598699489084998,0.501412429378531,0.7134670487106017,0.8333333333333334,0.47058823529411764
455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VXi [2014-2017],0.1369273601619843,0.9117647058823529,0.0129629861119792,1,0,0,0,0,0,1,0,Lucknow,Blue,1,0,0,0,Individual,1197 cc,FWD,0.34881560613098,0.3107344632768362,0.333810888252149,0.5,0.3176470588235294
456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Countryman Cooper D,0.36446469248291574,0.7647058823529411,0.04046401740065252,0,1,0,0,0,0,0,1,Panvel,Purple,0,1,0,0,Individual,1995 cc,FWD,0.463539247561542,0.4435028248587571,0.37822349570200575,0.5,0.3764705882352941
457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DZire ZDi Plus AMT,0.1609719058466211,0.8823529411764706,0.04596422365838719,0,1,0,0,0,0,0,1,Ludhiana,White,1,0,0,0,Individual,1248 cc,FWD,0.41616349280074316,0.3672316384180791,0.3123209169054441,0.5,0.25882352941176473
458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Scorpio S3 2WD 7 STR,0.27132371551505946,0.9117647058823529,0.018963211120417017,0,1,0,0,0,0,1,0,Patna,White,1,0,0,0,Individual,2523 cc,RWD,0.6302833255921969,0.4872881355932203,0.9068767908309455,0.8333333333333334,0.5294117647058824
460,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R VXI,0.12553783852189318,0.9117647058823529,0.005132692475967849,1,0,0,0,0,0,1,0,Delhi,White,1,0,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
461,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Q3 2.0 TDI quattro Premium,0.3292837256390787,0.7941176470588235,0.023816393114741805,0,1,0,0,0,0,0,1,Ranchi,Black,1,0,0,0,Individual,1968 cc,AWD,0.5973060845332094,0.5028248587570622,0.4455587392550143,0.5,0.5764705882352941
462,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XL6 Alpha MT Petrol,0.3163756011136421,0.9705882352941176,0.006662749853119492,1,0,0,0,0,0,1,0,Mysore,White,1,0,0,0,Individual,1462 cc,FWD,0.6251741755689735,0.423728813559322,0.5773638968481375,0.6666666666666666,0.35294117647058826
463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aspire Titanium1.5 TDCi,0.10149329283725639,0.8235294117647058,0.022269835118816955,0,1,0,0,0,0,1,0,Ranchi,Silver,1,0,0,0,Individual,1498 cc,FWD,0.41616349280074316,0.3107344632768362,0.32664756446991405,0.5,0.29411764705882354
465,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Swift VXi [2014-2017],0.12680334092634776,0.9117647058823529,0.014463042364088654,1,0,0,0,0,0,1,0,Kolkata,Grey,1,0,0,0,Individual,1197 cc,FWD,0.34881560613098,0.3107344632768362,0.333810888252149,0.5,0.3176470588235294
467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R LXI CNG (O),0.10022779043280182,0.7941176470588235,0.033753765766216234,0,0,1,0,0,0,1,0,Pune,White,1,0,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verna 1.6 VTVT S,0.1128828144773475,0.7941176470588235,0.020963286123229622,1,0,0,0,0,0,1,0,Kolkata,Red,1,0,0,0,Individual,1591 cc,FWD,0.5926614026939154,0.3177966101694915,0.25501432664756446,0.5,0.32941176470588235
469,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eon 1.0 Kappa Magna AirBag,0.07871424955707416,0.7941176470588235,0.008065302448841832,1,0,0,0,0,0,1,0,Pune,White,1,0,0,0,Individual,998 cc,FWD,0.19321876451463074,0.1059322033898305,0.30515759312320917,0.5,0.2
470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand Vitara 2015 2.0 AT,0.07491774234371046,0.5588235294117647,0.04596422365838719,1,0,0,0,0,0,0,1,Mohali,Black,0,0,1,0,Individual,1995 cc,AWD,0.6367858801672085,0.4731638418079096,0.5702005730659025,0.5,0.6
471,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],0.13059984813971146,0.8235294117647058,0.014463042364088654,1,0,0,0,0,0,0,1,Mumbai,Silver,1,0,0,0,Individual,1197 cc,FWD,0.30933581049698095,0.2612994350282486,0.3194842406876791,0.5,0.32941176470588235
473,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TUV300 T8 AMT mHAWK100,0.14325487218425714,0.8529411764705882,0.034463792392214705,0,1,0,0,0,0,0,1,Delhi,Black,1,0,0,0,Individual,1493 cc,RWD,0.41616349280074316,0.5084745762711864,0.7765042979942693,0.8333333333333334,0.5294117647058824
474,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City V Diesel,0.12047582890407492,0.7941176470588235,0.05728214808055302,0,1,0,0,0,0,1,0,Kolkata,Grey,1,0,0,0,Individual,1498 cc,FWD,0.6228518346493265,0.3107344632768362,0.2836676217765043,0.5,0.29411764705882354
475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d xLine,0.6583143507972665,0.8823529411764706,0.02496343612885483,0,1,0,0,0,0,0,1,Delhi,Blue,0,1,0,0,Individual,1995 cc,RWD,0.6293543892243382,0.8036723163841808,0.3553008595988539,0.5,0.5647058823529412
476,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,X1 sDrive20d xLine,0.9455833966084536,0.9117647058823529,0.01457354650799405,0,1,0,0,0,0,0,1,Bangalore,Blue,1,0,0,0,Individual,1995 cc,RWD,0.6293543892243382,0.8036723163841808,0.3553008595988539,0.5,0.5647058823529412
478,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A6 2.0 TDI Premium,0.28499114148316884,0.7058823529411765,0.03846394239783992,0,1,0,0,0,0,0,1,Mumbai,Blue,0,1,0,0,Individual,1968 cc,FWD,0.8434742220157919,0.5635593220338984,0.22636103151862463,0.5,0.5882352941176471
480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-Series 320d Sport Line,0.3545937737281701,0.7352941176470589,0.03496381114291786,0,1,0,0,0,0,0,1,Mumbai,Blue,0,1,0,0,Individual,1995 cc,RWD,0.7083139804923363,0.7853107344632768,0.18911174785100288,0.5,0.5294117647058824
482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,City VX CVT Petrol,0.33940774487471526,1.0,0.01596309861619811,1,0,0,0,0,0,0,1,Delhi,Brown,1,0,0,0,Individual,1498 cc,FWD,0.6734788666976312,0.3855932203389831,0.27507163323782235,0.5,0.29411764705882354
484,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tiguan Highline TDI,0.7443685143001771,0.9411764705882353,0.008914834306286486,0,1,0,0,0,0,0,1,Mumbai,White,1,0,0,0,Individual,1968 cc,AWD,0.6442173711100789,0.5141242937853108,0.5372492836676218,0.5,0.6588235294117647
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Evoque Pure SD4,0.5317641103518097,0.7058823529411765,0.04746427991049664,0,1,0,0,0,0,0,1,Coimbatore,White,1,0,0,0,Individual,2179 cc,AWD,0.5833720390153274,0.9110169491525424,0.48424068767908307,0.5,0.49411764705882355
490,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wagon R LXI CNG,0.0888382687927107,0.8235294117647058,0.03388877082890608,0,0,1,0,0,0,1,0,Mumbai,Red,1,0,0,0,Individual,998 cc,FWD,0.2322340919647004,0.02824858757062147,0.5773638968481375,0.5,0.23529411764705882
491,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nano Base,0.0,0.6470588235294118,0.029963623635886345,1,0,0,0,0,0,1,0,Gurgaon,White,1,0,0,0,Individual,624 cc,RWD,0.0,0.02824858757062147,0.5085959885386819,0.3333333333333333,0.0
